lat,lon,amenity,name,area_name,has_wikidata,count,rating,rating_num
49.2703957,-123.105986,fast_food,Subway,Mount Pleasant,True,55,3.5,124.0
49.2579872,-123.1685632,fast_food,Subway,Kitsilano,True,55,3.4,97.0
49.2445676,-123.1537958,fast_food,Subway,Arbutus-Ridge,False,55,3.4,42.0
49.263332,-123.1329176,fast_food,Subway,Fairview,True,55,3.3,56.0
49.2415237,-123.0577701,fast_food,Subway,Renfrew-Collingwood,True,55,3.3,118.0
49.2740362,-123.1222575,fast_food,Subway,Downtown,True,55,4.0,86.0
49.2859088,-123.1119662,fast_food,Subway,Downtown,True,55,3.4,69.0
49.2509753,-123.1270905,fast_food,Subway,South Cambie,True,55,3.5,109.0
49.2887314,-123.1281326,fast_food,Subway,West End,True,55,4.0,84.0
49.2797668,-123.1304883,fast_food,Subway,West End,True,55,3.4,130.0
49.2639983,-123.1737583,fast_food,Subway,Kitsilano,True,55,4.0,45.0
49.28525,-123.1254062,restaurant,Fantacity Karaoke,West End,False,1,3.7,398.0
49.2842068,-123.1002041,pub,Alibi Room,Downtown,False,1,4.5,2064.0
49.2630977,-123.1172998,cafe,Elysian Coffee Roasters,Fairview,False,4,4.3,685.0
49.2670223,-123.1451203,cafe,Elysian Coffee Roasters,Fairview,False,4,4.3,273.0
49.2645304,-123.1050298,cafe,Elysian Coffee Roasters,Mount Pleasant,False,4,4.5,444.0
49.2798648,-123.1276754,cafe,Elysian Coffee Roasters,Downtown,False,4,4.3,325.0
49.2643899,-123.0695091,restaurant,Cabrito - Tapas Bebidas,Grandview-Woodland,False,1,4.0,314.0
49.2848652,-123.125665,restaurant,Spicy 6,West End,False,1,4.1,621.0
49.2492264,-123.1007752,cafe,Caffe Artigiano,Riley Park,False,2,4.1,301.0
49.283684,-123.1159815,cafe,Caffe Artigiano,Downtown,False,2,4.3,132.0
49.2500121,-123.1008107,restaurant,French Table Bistro,Riley Park,False,1,4.0,229.0
49.2802067,-123.099978,restaurant,Golden Garden Vietnamese Cuisine,Downtown,False,1,4.4,186.0
49.2498744,-123.1007808,restaurant,Old Bird,Riley Park,False,1,4.3,149.0
49.2797553,-123.0999341,restaurant,Virtuous Pie,Downtown,False,1,4.5,1764.0
49.2452109,-123.101511,restaurant,East is East - Main St,Riley Park,False,1,4.4,1471.0
49.2327522,-123.1172852,cafe,Blenz,Oakridge,False,5,4.1,177.0
49.2861774,-123.1269715,cafe,Blenz,West End,False,5,3.9,185.0
49.2796325,-123.1078508,cafe,Blenz,Downtown,False,5,3.7,290.0
49.2634442,-123.1196602,cafe,Blenz,Fairview,False,5,4.1,178.0
49.2476955,-123.1008954,cafe,Blenz,Riley Park,False,5,4.1,177.0
49.2890376,-123.1320221,restaurant,Liuyishou Hotpot Robson,West End,False,1,4.0,493.0
49.2792232,-123.1168269,cafe,Gong Cha,Downtown,False,2,3.8,530.0
49.231652,-123.0313892,cafe,Gong Cha,Killarney,False,2,3.7,256.0
49.2766268,-123.1001058,restaurant,Pizza Farina,Downtown,False,1,4.4,478.0
49.2743218,-123.1269429,restaurant,Kaide Sushi Bar,Downtown,False,1,4.4,335.0
49.2909348,-123.1360437,restaurant,Sushiholic,West End,False,1,4.2,680.0
49.2812722,-123.0472413,restaurant,Le Petit Saigon,Hastings-Sunrise,False,1,4.3,616.0
49.2725297,-123.0562043,fast_food,Panago Pizza,Hastings-Sunrise,False,4,3.4,62.0
49.288332,-123.1225965,restaurant,Panago Pizza,Downtown,False,4,4.2,70.0
49.231433,-123.0316383,fast_food,Panago Pizza,Killarney,False,4,3.9,90.0
49.2111569,-123.1408597,fast_food,Panago Pizza,Marpole,False,4,4.2,74.0
49.2687365,-123.0457293,restaurant,Fuku Ramen,Hastings-Sunrise,False,1,4.2,276.0
49.2827166,-123.1048014,restaurant,Tacofino,Downtown,False,2,4.5,3093.0
49.2764454,-123.1195159,restaurant,Tacofino,Downtown,False,2,4.3,1274.0
49.2813057,-123.1079703,restaurant,Mirai Sushi,Downtown,False,1,4.4,158.0
49.2640395,-123.1801008,restaurant,Green Leaf Sushi,Kitsilano,False,1,4.4,1173.0
49.2567827,-123.184916,fast_food,Dairy Queen,Dunbar-Southlands,True,5,4.4,105.0
49.2390725,-123.0650033,fast_food,Dairy Queen,Kensington-Cedar Cottage,False,5,3.7,357.0
49.230899,-123.0907977,fast_food,Dairy Queen,Sunset,False,5,3.8,404.0
49.2359278,-123.0447153,fast_food,Dairy Queen,Renfrew-Collingwood,True,5,3.7,635.0
49.2594216,-123.1008786,fast_food,Dairy Queen,Mount Pleasant,True,5,4.1,303.0
49.2254234,-123.0655278,restaurant,Victoria Restaurant,Victoria-Fraserview,False,1,0.0,0.0
49.2880008,-123.1403568,restaurant,Rio Brazilian Steakhouse,West End,False,1,3.7,1256.0
49.28903,-123.1313276,restaurant,Cinch Grill Italian,West End,False,1,4.5,1004.0
49.2081902,-123.1401346,fast_food,Freshslice,Marpole,False,2,4.3,309.0
49.2793502,-123.1078358,fast_food,Freshslice,Downtown,False,2,4.1,288.0
49.208235,-123.1401305,fast_food,Donair Spot,Marpole,False,3,3.0,175.0
